iid,gender,age,field_cd,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,cluster
259,0,25.0,10.0,7.0,1.0,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,7.0,9.0,8.0,8.0,9.0,1
260,0,27.0,10.0,7.0,3.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,9.0,7.0,9.0,6.0,1
261,0,26.0,10.0,7.0,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,3
262,0,29.0,3.0,6.0,3.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,5.0,9.0,3.0,2
263,0,26.0,3.0,6.0,2.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0,8.0,8.0,8.0,8.0,5.0,6
264,0,26.0,6.0,6.0,2.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,6.0,2.0,1.0,8.0,7.0,8.0,9.0,5.0,2
265,0,32.0,1.0,5.0,2.0,2.0,9.0,8.0,8.0,7.0,8.0,2.0,1.0,2.0,10.0,6.0,7.0,10.0,8.0,9.0,2.0,1.0,7.0,9.0,7.0,10.0,10.0,0
266,0,28.0,16.0,7.0,3.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,7.0,2.0,6.0,8.0,8.0,7.0,7.0,4.0,3
267,0,26.0,10.0,3.0,3.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,7.0,6.0,5.0,7.0,7.0,1
268,0,24.0,4.0,6.0,1.0,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,9.0,9.0,8.0,9.0,9.0,2
269,0,24.0,7.0,6.0,2.0,4.0,1.0,8.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,6.0,9.0,4.0,2.0,8.0,8.0,6.0,8.0,7.0,2
270,0,23.0,10.0,5.0,1.0,8.0,4.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,9.0,2.0,7.0,5.0,6.0,7.0,6.0,4.0,5.0,4.0,7.0,8.0,6.0,1
271,0,23.0,11.0,4.0,1.0,8.0,7.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,8.0,9.0,5.0,9.0,10.0,10.0,9.0,10.0,4
272,0,25.0,11.0,4.0,1.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,10.0,10.0,9.0,10.0,4
273,1,29.0,10.0,5.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,7.0,10.0,5.0,7.0,7.0,2
274,1,24.0,3.0,4.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,7.0,7.0,10.0,9.0,9.0,6
275,1,21.0,5.0,4.0,3.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,10.0,7.0,6.0,10.0,10.0,6
276,1,26.0,10.0,4.0,1.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,7.0,6.0,7.0,10.0,8.0,1
277,1,25.0,10.0,7.0,5.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,4.0,8.0,8.0,8.0,5.0,2
278,1,32.0,5.0,3.0,1.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0,8.0,8.0,8.0,8.0,8.0,0
279,1,25.0,10.0,4.0,2.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,8.0,9.0,6.0,10.0,7.0,2
280,1,25.0,10.0,6.0,2.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,5.0,9.0,5.0,8.0,6.0,2
281,1,27.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0,7.0,8.0,6.0,8.0,5.0,2
282,1,23.0,5.0,4.0,3.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0,7.0,9.0,9.0,7.0,10.0,5
283,1,27.0,5.0,4.0,2.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,9.0,9.0,9.0,9.0,9.0,1
284,1,27.0,8.0,5.0,2.0,9.0,2.0,5.0,7.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,9.0,8.0,5.0,7.0,6.0,7.0,8.0,7.0,3
285,1,24.0,5.0,6.0,6.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,8.0,4
286,1,22.0,2.0,6.0,3.0,7.0,3.0,4.0,3.0,8.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,6.0,3.0,8.0,3.0,6.0,6.0,7.0,7.0,6
287,1,22.0,13.0,7.0,3.0,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,7.0,10.0,5.0,7.0,10.0,3
288,1,27.0,3.0,6.0,3.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,5.0,8.0,7.0,8.0,7.0,2
289,1,28.0,8.0,4.0,1.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,4.0,9.0,10.0,8.0,8.0,2
290,1,34.0,10.0,5.0,2.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,5.0,4.0,5.0,10.0,9.0,0
291,1,27.0,10.0,3.0,2.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,6.0,9.0,7.0,9.0,9.0,1
292,1,28.0,13.0,2.0,1.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,8.0,10.0,8.0,10.0,10.0,1
293,1,28.0,8.0,5.0,2.0,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,4.0,7.0,10.0,9.0,9.0,9.0,4
294,0,30.0,9.0,6.0,2.0,7.0,8.0,4.0,9.0,10.0,10.0,1.0,1.0,7.0,10.0,3.0,10.0,9.0,7.0,8.0,8.0,5.0,9.0,10.0,7.0,9.0,7.0,0
295,0,30.0,9.0,6.0,1.0,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0,7.0,10.0,8.0,8.0,8.0,0
296,0,28.0,9.0,4.0,2.0,4.0,5.0,2.0,8.0,8.0,7.0,6.0,5.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,9.0,7.0,8.0,9.0,6.0,10.0,9.0,3
297,0,21.0,9.0,2.0,1.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0,8.0,10.0,9.0,8.0,9.0,3
298,0,22.0,6.0,6.0,2.0,3.0,1.0,3.0,5.0,10.0,10.0,3.0,1.0,4.0,10.0,5.0,10.0,10.0,10.0,10.0,9.0,7.0,7.0,10.0,9.0,10.0,10.0,6
299,0,24.0,11.0,6.0,2.0,7.0,1.0,7.0,8.0,9.0,8.0,9.0,4.0,9.0,9.0,6.0,7.0,9.0,7.0,9.0,5.0,4.0,6.0,9.0,9.0,8.0,9.0,3
300,0,35.0,3.0,6.0,2.0,8.0,2.0,8.0,9.0,10.0,10.0,7.0,2.0,5.0,8.0,2.0,10.0,8.0,8.0,10.0,4.0,2.0,8.0,9.0,9.0,9.0,10.0,0
301,0,34.0,9.0,4.0,1.0,5.0,3.0,9.0,10.0,7.0,8.0,5.0,1.0,5.0,9.0,5.0,9.0,10.0,9.0,9.0,5.0,9.0,9.0,9.0,8.0,9.0,8.0,0
302,0,21.0,3.0,3.0,1.0,10.0,10.0,9.0,7.0,5.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,8.0,8.0,10.0,5
303,0,33.0,9.0,5.0,1.0,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,5.0,1.0,8.0,10.0,9.0,8.0,6.0,0
304,0,28.0,3.0,7.0,2.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,6.0,10.0,10.0,8.0,8.0,6
305,0,29.0,9.0,4.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,7.0,9.0,8.0,9.0,5.0,4
306,0,22.0,9.0,6.0,3.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0,6.0,9.0,8.0,8.0,8.0,4
307,0,27.0,9.0,7.0,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,5.0,8.0,7.0,8.0,8.0,4
308,1,27.0,9.0,7.0,2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,10.0,8.0,8.0,7.0,4
309,1,32.0,9.0,3.0,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,8.0,9.0,9.0,7.0,0
310,1,25.0,5.0,3.0,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,7.0,6.0,8.0,7.0,4.0,6
311,1,29.0,8.0,6.0,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,9.0,9.0,10.0,9.0,3.0,4
312,1,23.0,15.0,4.0,2.0,7.0,7.0,5.0,7.0,9.0,8.0,10.0,5.0,3.0,8.0,5.0,6.0,9.0,7.0,8.0,2.0,1.0,8.0,7.0,7.0,9.0,9.0,3
313,1,27.0,8.0,4.0,1.0,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,2.0,7.0,8.0,10.0,5.0,1.0,7.0,8.0,8.0,8.0,6.0,1
314,1,32.0,13.0,6.0,2.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,1
315,1,27.0,5.0,5.0,3.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.0,10.0,6.0,8.0,7.0,2
316,1,25.0,8.0,4.0,1.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,6.0,8.0,7.0,8.0,9.0,1
317,1,30.0,8.0,4.0,1.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,7.0,3.0,8.0,8.0,5.0,0
318,1,29.0,8.0,6.0,1.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,6.0,10.0,6.0,10.0,10.0,1
319,1,26.0,9.0,7.0,2.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,5.0,10.0,6.0,9.0,3.0,2
320,1,36.0,7.0,5.0,5.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,8.0,8.0,9.0,9.0,7.0,0
321,1,29.0,8.0,5.0,1.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,6.0,8.0,7.0,7.0,8.0,1
322,0,34.0,3.0,2.0,2.0,8.0,7.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,8.0,8.0,8.0,8.0,3.0,1.0,5.0,9.0,8.0,7.0,7.0,0
323,0,25.0,5.0,4.0,3.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,6.0,8.0,3.0,4
324,0,23.0,3.0,4.0,2.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,4
325,0,30.0,3.0,6.0,2.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,7.0,9.0,7.0,8.0,8.0,4
326,0,36.0,9.0,6.0,4.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,9.0,6.0,9.0,8.0,0
327,0,29.0,13.0,6.0,3.0,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0,7.0,7.0,9.0,8.0,10.0,3
328,0,30.0,9.0,3.0,1.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,10.0,5.0,10.0,7.0,10.0,8.0,10.0,10.0,4
329,0,29.0,9.0,6.0,2.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,8.0,9.0,5.0,8.0,8.0,0
330,0,22.0,5.0,7.0,3.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,8.0,10.0,9.0,7.0,9.0,5
331,0,34.0,9.0,6.0,3.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,7.0,9.0,9.0,7.0,4.0,0
332,1,30.0,3.0,7.0,4.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,5.0,10.0,6.0,6.0,10.0,0
333,1,23.0,8.0,3.0,1.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,4.0,7.0,9.0,9.0,1
334,1,29.0,8.0,5.0,3.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,8.0,7.0,8.0,8.0,9.0,1
335,1,24.0,3.0,3.0,3.0,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0,8.0,7.0,9.0,8.0,8.0,1
336,1,25.0,17.0,5.0,2.0,5.0,4.0,4.0,5.0,8.0,10.0,4.0,1.0,1.0,9.0,4.0,6.0,10.0,10.0,10.0,3.0,4.0,5.0,9.0,7.0,7.0,9.0,3
337,1,28.0,5.0,5.0,3.0,9.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,1
338,1,27.0,5.0,4.0,2.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,7.0,9.0,7.0,9.0,10.0,6
341,0,23.0,13.0,6.0,1.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,7.0,9.0,9.0,7.0,9.0,3
342,0,33.0,9.0,6.0,3.0,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,10.0,10.0,10.0,10.0,10.0,0
343,0,32.0,10.0,2.0,1.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,4.0,8.0,6.0,10.0,7.0,0
344,0,26.0,13.0,4.0,3.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,7.0,8.0,8.0,9.0,4
345,0,24.0,10.0,7.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,7.0,9.0,7.0,9.0,7.0,3
347,0,26.0,9.0,6.0,1.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,8.0,6.0,10.0,10.0,10.0,1
348,0,21.0,9.0,6.0,1.0,3.0,5.0,1.0,10.0,10.0,10.0,2.0,1.0,9.0,10.0,7.0,10.0,7.0,7.0,7.0,10.0,5.0,6.0,10.0,10.0,10.0,10.0,3
349,0,33.0,3.0,4.0,2.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,7.0,8.0,8.0,9.0,7.0,0
350,0,31.0,10.0,7.0,3.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,7.0,10.0,6.0,8.0,8.0,4
351,0,35.0,9.0,5.0,4.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,8.0,10.0,7.0,8.0,9.0,0
352,0,29.0,9.0,4.0,3.0,8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,9.0,10.0,9.0,9.0,8.0,4
353,0,25.0,9.0,2.0,1.0,3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0,6.0,6.0,6.0,6.0,6.0,3
354,0,22.0,3.0,6.0,1.0,10.0,10.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,7.0,10.0,8.0,8.0,5
355,0,24.0,3.0,4.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,6.0,10.0,8.0,8.0,8.0,6
356,0,27.0,3.0,7.0,2.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,7.0,10.0,8.0,9.0,6.0,5
357,0,27.0,9.0,4.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,6.0,10.0,7.0,7.0,6.0,3
358,0,26.0,8.0,5.0,3.0,6.0,2.0,7.0,10.0,4.0,5.0,2.0,4.0,9.0,9.0,6.0,5.0,8.0,4.0,5.0,7.0,3.0,8.0,7.0,8.0,8.0,7.0,1
359,0,26.0,6.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,2.0,6.0,8.0,1.0,10.0,3.0,7.0,8.0,8.0,8.0,1.0,4.0,7.0,10.0,2.0,9.0,8.0,2
360,0,24.0,3.0,6.0,2.0,9.0,7.0,6.0,9.0,7.0,8.0,9.0,9.0,1.0,7.0,6.0,7.0,7.0,10.0,10.0,7.0,8.0,8.0,10.0,8.0,8.0,8.0,4
361,1,34.0,1.0,6.0,6.0,3.0,1.0,3.0,5.0,9.0,10.0,3.0,3.0,4.0,10.0,6.0,8.0,9.0,7.0,7.0,3.0,2.0,7.0,7.0,5.0,7.0,9.0,0
362,1,30.0,1.0,4.0,3.0,8.0,2.0,1.0,9.0,6.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,2.0,7.0,7.0,9.0,8.0,8.0,6
363,1,23.0,5.0,6.0,2.0,3.0,3.0,9.0,10.0,4.0,5.0,8.0,6.0,9.0,7.0,5.0,5.0,8.0,7.0,5.0,8.0,5.0,5.0,7.0,8.0,8.0,3.0,6
364,1,27.0,8.0,4.0,2.0,9.0,7.0,9.0,9.0,4.0,3.0,3.0,5.0,1.0,9.0,5.0,4.0,7.0,5.0,6.0,8.0,1.0,8.0,8.0,8.0,9.0,9.0,1
365,1,30.0,8.0,2.0,1.0,7.0,3.0,3.0,9.0,9.0,10.0,8.0,4.0,8.0,8.0,1.0,5.0,7.0,9.0,10.0,5.0,5.0,8.0,2.0,9.0,9.0,9.0,0
366,1,27.0,8.0,4.0,1.0,6.0,6.0,4.0,8.0,9.0,9.0,7.0,6.0,8.0,9.0,4.0,6.0,7.0,10.0,10.0,8.0,6.0,6.0,8.0,9.0,8.0,10.0,4
367,1,27.0,13.0,4.0,1.0,6.0,7.0,8.0,8.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,3.0,3.0,7.0,8.0,7.0,2.0,7.0,7.0,8.0,7.0,5.0,1
368,1,24.0,13.0,4.0,2.0,4.0,6.0,4.0,8.0,9.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,4.0,6.0,8.0,8.0,8.0,7.0,3
369,1,25.0,3.0,5.0,3.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,6.0,9.0,9.0,10.0,7.0,2
370,1,28.0,8.0,4.0,1.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,8.0,6.0,9.0,9.0,9.0,1
371,1,27.0,8.0,7.0,1.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,10.0,8.0,10.0,10.0,10.0,1
372,1,27.0,8.0,5.0,2.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,7.0,8.0,8.0,9.0,8.0,4
373,1,29.0,8.0,5.0,2.0,7.0,5.0,8.0,8.0,7.0,6.0,3.0,5.0,9.0,8.0,2.0,3.0,4.0,5.0,9.0,8.0,2.0,9.0,8.0,9.0,9.0,9.0,1
374,1,30.0,8.0,4.0,2.0,10.0,10.0,8.0,7.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,8.0,4.0,4.0,6.0,7.0,6.0,7.0,7.0,4
375,1,27.0,8.0,3.0,1.0,9.0,8.0,5.0,8.0,4.0,4.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,6.0,7.0,3.0,8.0,9.0,9.0,8.0,9.0,1
376,1,25.0,8.0,5.0,2.0,4.0,1.0,4.0,10.0,5.0,6.0,7.0,7.0,3.0,3.0,9.0,7.0,9.0,5.0,6.0,9.0,5.0,6.0,10.0,8.0,9.0,10.0,6
377,1,26.0,8.0,5.0,1.0,7.0,9.0,6.0,6.0,3.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,6.0,2.0,7.0,8.0,8.0,7.0,7.0,5
378,1,29.0,8.0,5.0,2.0,9.0,5.0,10.0,5.0,4.0,4.0,2.0,1.0,8.0,7.0,3.0,3.0,8.0,5.0,8.0,5.0,2.0,6.0,7.0,7.0,9.0,7.0,1
379,0,38.0,8.0,7.0,2.0,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,6.0,9.0,6.0,8.0,9.0,0
380,0,33.0,14.0,7.0,4.0,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,4.0,7.0,9.0,9.0,9.0,0
381,0,24.0,14.0,4.0,1.0,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,10.0,9.0,8.0,3
382,0,28.0,14.0,7.0,3.0,6.0,5.0,10.0,10.0,9.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,7.0,7.0,7.0,7.0,10.0,4
383,0,27.0,9.0,6.0,2.0,9.0,7.0,9.0,9.0,8.0,8.0,5.0,1.0,5.0,6.0,9.0,4.0,9.0,8.0,7.0,7.0,4.0,7.0,9.0,7.0,6.0,6.0,4
384,0,23.0,9.0,5.0,3.0,8.0,5.0,7.0,9.0,10.0,10.0,3.0,3.0,7.0,6.0,7.0,10.0,10.0,5.0,6.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,4
385,0,25.0,9.0,5.0,3.0,7.0,5.0,8.0,10.0,10.0,10.0,10.0,6.0,8.0,9.0,6.0,10.0,10.0,8.0,10.0,9.0,8.0,8.0,8.0,6.0,8.0,6.0,4
386,0,26.0,3.0,7.0,2.0,1.0,3.0,5.0,8.0,7.0,7.0,2.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,3.0,7.0,8.0,9.0,9.0,9.0,6
387,0,25.0,3.0,7.0,2.0,5.0,5.0,8.0,8.0,6.0,6.0,4.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,5
