iid,age,field_cd,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,cluster
537,22.0,5.0,5.0,1.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,7.0,9.0,9.0,9.0,7.0,1
538,32.0,5.0,4.0,2.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,7.0,8.0,9.0,8.0,8.0,2
539,22.0,1.0,4.0,1.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,8.0,8.0,9.0,10.0,10.0,1
540,24.0,5.0,7.0,4.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,5.0,7.0,6.0,5.0,7.0,2
541,23.0,5.0,7.0,3.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,8.0,9.0,9.0,9.0,8.0,4
542,23.0,5.0,5.0,3.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,8.0,9.0,8.0,8.0,9.0,1
543,24.0,5.0,7.0,2.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,7.0,9.0,9.0,8.0,9.0,1
544,23.0,5.0,7.0,3.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,7.0,10.0,10.0,9.0,8.0,1
545,24.0,5.0,7.0,2.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,8.0,8.0,8.0,9.0,6.0,3
546,30.0,8.0,4.0,1.0,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,9.0,8.0,10.0,8.0,7.0,0
547,30.0,8.0,3.0,1.0,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,7.0,9.0,8.0,8.0,8.0,1
548,30.0,8.0,6.0,1.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,0
549,28.0,8.0,7.0,1.0,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,7.0,10.0,8.0,9.0,9.0,1
550,30.0,8.0,4.0,1.0,5.0,3.0,5.0,9.0,7.0,8.0,3.0,3.0,8.0,8.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,7.0,7.0,7.0,7.0,7.0,6
551,27.0,8.0,6.0,3.0,6.0,1.0,7.0,6.0,7.0,3.0,2.0,1.0,7.0,10.0,2.0,5.0,6.0,7.0,7.0,7.0,1.0,7.0,8.0,3.0,8.0,5.0,3
552,25.0,18.0,2.0,1.0,8.0,2.0,5.0,10.0,10.0,10.0,7.0,1.0,9.0,8.0,3.0,7.0,9.0,10.0,10.0,7.0,3.0,8.0,7.0,6.0,7.0,7.0,5
552,25.0,18.0,2.0,1.0,8.0,2.0,5.0,10.0,10.0,10.0,7.0,1.0,9.0,8.0,3.0,7.0,9.0,10.0,10.0,7.0,3.0,8.0,7.0,6.0,7.0,7.0,5
